,author,dish,type,inglst,time_prep,time_cook,tags,ingredients,servings,rating_star,rating_num,meta_description
709,Elise Bauer,"Stuffed Turkey Breast with Bacon, Cranberry, Breadcrumb Stuffing",,"['boneless', 'turkey', 'breast', 'bacon', 'porcini', 'mushrooms', 'bacon', 'shallot', 'cranberries', 'turkey', 'chicken', 'sub', 'turkey', 'flour', 'turkey', 'poultry']",30,60,"['dinner', 'thanksgiving', 'turkey']","1 boneless turkey breast (about 2 lbs),Butter, extra virgin olive oil, OR bacon fat,Salt,1/4 ounce dried porcini mushrooms,1 thick slice of bacon*,1/4 cup minced shallot,2 Tbsp chopped dried cranberries,1 teaspoon minced sage,1/2 cup breadcrumbs,1 tablespoons chopped parsley,3 Tbsp turkey or chicken stock (can sub water),1 turkey wing (optional),1 tablespoon flour,1 cup turkey or chicken stock,Salt and pepper,Poultry seasoning",Serves 3-4,5,4.0,"Boneless turkey breast pounded thin and stuffed with breadcrumbs, mushrooms, dried cranberries and sage, rolled and tied and roasted. "
710,Elise Bauer,Ginger Sesame Garlic Shrimp,,"['gluten', 'gluten', 'version', 'rice', 'dark', 'count', 'shrimp', 'peanut', 'onions', 'onion', 'greens']",10,10,"['stir-fry', 'chinese', 'gluten-free', 'shrimp']","1/4 cup soy sauce (use gluten-free soy sauce for gluten-free version),2 tablespoons seasoned rice vinegar,2 teaspoons brown sugar,2 tablespoons extra virgin olive oil,1 teaspoon dark sesame oil,3 cloves garlic, minced (about 1 Tbsp),1 Tbsp grated ginger,1 pound 16-20 count shrimp, peeled and deveined,1 tablespoon peanut oil or canola oil,3 green onions, including onion greens, sliced on the diagonal,1 Tbsp sesame seeds, toasted",Serves 2 to 3,5,4.0,"Quick and easy! Shrimp marinated in a ginger sesame garlic soy sauce marinade, then quickly stir-fried. "
711,Hank Shaw,Calamari Stewed with Tomatoes,,"['squid', 'tubes', 'rings', 'tentacles', 'onion', 'fennel', 'bulb', 'tomato', 'sambuca', 'anise', 'wine', 'tomatoes', 'fennel', 'fronds']",15,80,"['soup and stew', '1-pot', 'gluten-free', 'fish and seafood']","2 pounds cleaned calamari (squid), tubes sliced into rings and tentacles roughly chopped,4 tablespoons extra virgin olive oil,1 sliced onion,1 fennel bulb, chopped,3 garlic cloves, chopped,2 tablespoons tomato paste,1/4 cup Sambuca or other anise-flavored liquor,1 cup red wine,1 28-ounce can of crushed tomatoes,Salt and pepper,1/2 cup parsley, chopped,1/4 cup fennel fronds, chopped",Serves 4-6,5,4.0,"Calamari (squid) slow cooked in tomato sauce with onion, fennel, garlic, red wine, and parsley."
712,Elise Bauer,Turkey Meatballs (That Aren’t Dry!),,"['shallot', 'mushrooms', 'cremini', 'provence', 'turkey', 'meat', 'meat', 'lemon', 'mayonnaise', 'onion', 'tomatoes']",15,40,"['video', 'low carb', 'ground turkey', 'meatballs']","1 tablespoon butter,1 large shallot, minced (about 1 Tbsp),1 clove garlic, minced (about 1 teaspoon),6 ounces mushrooms (a mix of shiitake and cremini), finely chopped,1 teaspoon herbes de Provence,1 pound ground turkey meat (we prefer thigh meat),1 tablespoon chopped fresh parsley (plus more to sprinkle over when you serve),1 teaspoon Dijon mustard,1/2 teaspoon balsamic vinegar,1/4 teaspoon lemon zest (optional, if you have it use it),1 tablespoon mayonnaise,1 teaspoon Kosher salt,1/2 teaspoon ground black pepper,1 tablespoon extra virgin olive oil,1 tablespoon extra virgin olive oil,1/4 cup minced onion,2 cloves garlic minced (2 teaspoons),1 (28-ounce) can whole peeled tomatoes,Salt and pepper to taste","Makes 16 to 24 meatballs, depending on size.",5,13.0,"Best turkey meatballs ever! Made with ground turkey, mushrooms, onions, and a touch of mayo, they are tender, flavorful, and not at ALL dry!"
713,Elise Bauer,Black Bean Turkey Chili,,"['onion', 'carrot', 'bell', 'peppers', 'turkey', 'turkey', 'thighs', 'tomato', 'cider', 'beans']",15,75,"['stew', '1-pot', 'chili', 'ground turkey']","3 tablespoons extra virgin olive oil,1 medium onion, chopped (about 1 cup),1 carrot, chopped (about 1/2 cup),2 to 3 red bell peppers, chopped (about 2 cups),Salt,2 cloves garlic, minced (about 2 teaspoons),2 tablespoons chili powder (more to taste),1 teaspoon ground cumin,1 pound ground turkey (I use ground turkey thighs for more flavor),3 cups chicken stock,1 teaspoon dried oregano,1 bay leaf,1 tablespoon tomato paste,1 tablespoon cider or white vinegar,2 (15-ounce) cans black beans, drained,Freshly ground black pepper",Serves 6,5,13.0,"Here's an EASY chili recipe to add to your list! It's made with black beans and ground turkey, and only takes 15 minutes to throw together. Make it to warm you up on a chilly winter day or for your next Super Bowl party!"
714,Elise Bauer,Curried Ground Turkey with Potatoes,,"['coconut', 'turkey', 'meat', 'onion', 'chiles', 'fine', 'masala', 'curry', 'coriander', 'yukon', 'gold', 'potatoes', 'roma', 'plum', 'tomatoes', 'peas']",20,40,"['1-pot', 'indian', 'gluten-free', 'curry']","3-4 Tbsp vegetable oil (or ghee or coconut oil),1 pound ground turkey (thigh meat if you can get it),1 chopped onion,1-2 chopped fresh red chiles (optional),Salt to taste,A 1-inch piece of peeled ginger, grated fine,2 garlic cloves, minced (about 2 teaspoons),1 Tbsp garam masala (or curry powder),1 teaspoon turmeric,1 teaspoon ground cumin,1 teaspoon ground coriander,1/2 cup water,2 large Yukon Gold potatoes, peeled and cut into 1-inch chunks,2-4 Roma or other plum tomatoes, diced,1 cup fresh or frozen peas,1/2 cup (loosely packed) chopped cilantro or parsley",Serves 4,5,26.0,"One-pot Curried Ground Turkey—ground turkey sautéed with onions and garlic, then simmered with Indian seasonings, potatoes, tomatoes, and peas."
715,Elise Bauer,Rabbit Cacciatore,,"['rabbit', 'pepper', 'flour', 'works', 'onion', 'mushrooms', 'ripe', 'tomatoes', 'plum', 'tomatoes', 'bell', 'peppers', 'olives']",15,50,"['dinner', 'stew', 'rabbit']","One 2 1/4 pound rabbit, cut into 6 to 8 pieces,Salt and freshly ground pepper,3 tablespoons fresh thyme leaves (or 1 Tbsp dried),1 teaspoon fresh rosemary leaves (or 1/2 teaspoon dried),1/4 cup all-purpose flour (Wondra flour works great),2 tablespoons extra virgin olive oil,1/2 cup chopped onion,2 cloves garlic, minced,2/3 cup chopped mushrooms,3 cups of chopped, very ripe tomatoes (or canned plum tomatoes),2 red bell peppers, seeded, cut into 1-inch cubes,1 bay leaf,16 salt-cured olives, black or green, pitted",Serves 4-5,5,3.0,"Rabbit, browned first in olive oil, then braised with onions, garlic, red bell peppers, mushrooms, tomatoes, and herbs."
716,Hank Shaw,Fried Catfish,,"['fillets', 'cornmeal', 'flour', 'cayenne', 'celery', 'frying', 'peanut']",15,15,"['dinner', 'comfort food', 'southern', 'fish and seafood']","4-6 catfish fillets, about 1-2 pounds,1 cup milk or buttermilk,Salt,3/4 cup fine cornmeal (do not use coarsely ground cornmeal),1/2 cup flour,1 teaspoon garlic powder,1 teaspoon black pepper,1 teaspoon paprika,1/2 teaspoon cayenne,1/4 teaspoon celery seed,Oil for frying (use peanut oil if you can)",Serves 4,5,8.0,Crispy fried catfish fillets coated in a seasoned cornmeal crust!
717,Elise Bauer,Smothered Turkey Wings,,"['turkey', 'wings', 'wings', 'tips', 'onion', 'celery', 'turkey', 'step', 'pepper']",10,160,"['dinner', 'budget', 'comfort food', 'southern']","6 whole turkey wings (about 5 pounds), or 7 turkey wings without the tips,1 Tbsp extra virgin olive oil,Salt,2 Tbsp extra virgin olive oil,1 carrot, chopped,1 half onion, chopped,1 celery rib, chopped,3 cups water,1/2 teaspoon salt,3 Tbsp butter,3 Tbsp flour,3 cups of turkey stock (that you make in step...),1/2 teaspoon yellow mustard,1/2 teaspoon salt,1/4 teaspoon pepper,1/2 teaspoon dried thyme,1/4 cup cream",Serves 6,5,2.0,"Slow roasted turkey wings, smothered in homemade turkey gravy. Pure comfort food!"
718,Elise Bauer,Grilled Butterflied Leg of Lamb,,"['onion', 'lemon', 'apple', 'cider', 'leg', 'lamb']",70,60,"['dinner', 'grill', 'low carb', 'lamb']","1/2 onion,4 cloves garlic, peeled,2 tablespoons fresh rosemary leaves, or 1 tablespoon dried,Zest of 1 lemon,1 tablespoon apple cider vinegar,2 tablespoons extra virgin olive oil,Kosher salt and freshly ground black pepper,1 boneless leg of lamb, 5 to 6 pounds, butterflied",Serves 8 to 10,5,9.0,"This leg of lamb is butterflied for easy grilling and marinated with rosemary and garlic to give it great flavor. Make it for a big summer cook-out, or even for a twist on Easter dinner."
719,Elise Bauer,Cheesy Baked Zucchini Noodle Casserole,,"['zucchini', 'noodles', 'sausage', 'bulk', 'casings', 'onion', 'tomatoes', 'cheese', 'cheese', 'cheese']",20,70,"['dinner', 'casserole', 'gluten-free', 'zucchini noodle']","3 pounds zucchini (about 5 to 6 good sized zucchini, enough for 8 to 10 cups of salted zucchini noodles),3 teaspoons kosher salt,1 tablespoon extra virgin olive oil,8 ounces Italian sausage (in bulk, out of casings),1 1/2 cups diced onion,3 cloves garlic, minced (about 1 Tbsp),1 15-ounce can crushed tomatoes,1/2 cup thinly sliced fresh basil leaves,1 1/2 teaspoons kosher salt,3/4 cup ricotta cheese,2 cups grated mozzarella cheese (about 8 ounces),1/2 cup grated Parmesan cheese",Serves 6,5,15.0,"Spiralized zucchini noodles, baked in casserole with sausage tomato sauce, topped with ricotta, mozzarella, parmesan cheeses. Low carb and gluten-free!"
720,Elise Bauer,Salmon with Lemon Cream Sauce,,"['juice', 'chicken', 'clam', 'juice', 'wine', 'fillets']",5,15,"['dinner', 'gluten-free', 'low carb', 'salmon']","3 Tbsp lemon juice,1/4 cup chicken broth, fish stock, clam juice, white wine, or water,2/3 cup heavy cream,1 tablespoon extra virgin olive oil,Salt,Freshly ground black pepper,1 1/2 pounds salmon fillets,Parsley for garnish",Serves 4,5,8.0,Sautéed salmon fillets served with a simple lemony cream sauce.
721,Elise Bauer,Italian Sausage and Cabbage Stew,,"['sausage', 'bulk', 'casings', 'onion', 'wine', 'beans', 'navy', 'chicken', 'pecorino', 'cheese']",10,50,"['soup and stew', 'budget', 'italian', 'cabbage']","1 tablespoon extra virgin olive oil,1 pound sweet Italian sausage, bulk, or removed from casings,1 large yellow onion, half sliced and half minced,2 garlic cloves, minced,1 1/2 cups white wine,1 15-ounce can of white beans (cannellini, Great Northern, or Navy), drained,1 quart vegetable or chicken stock,1 quart water,1 teaspoon salt, more to taste,1 large (2-pound) ,, quartered, then sliced into 1/4-inch thick slices,2 bay leaves,1 cup chopped parsley, loosely packed,1/2 cup to a cup of freshly grated Parmesan or pecorino cheese for garnish",Serves 8 to 10,5,22.0,"EASY, hearty and simple Italian peasant stew with cabbage, parsley and Italian sausage."
722,Elise Bauer,Spicy Turkey and Zucchini Burger,,"['meat', 'zucchinis', 'zucchini', 'onions', 'onion', 'greens', 'tender', 'crushed', 'yogurt', 'zest', 'lemon', 'juice']",25,25,"['middle eastern', 'gluten-free', 'healthy', 'burger']","1 pound ground turkey meat,Just under 2 cups, lightly packed, coarsely grated zucchini (from about 2 to 3 small zucchinis or one medium zucchini),3 green onions, thinly sliced, onion greens included,2 tablespoons chopped fresh mint (spearmint),2 tablespoons chopped fresh cilantro (tender stems included),1 clove garlic, crushed and minced,1 teaspoon ground cumin,1 teaspoon Kosher salt,1/2 teaspoon freshly ground black pepper,1/2 teaspoon cayenne,3 tablespoons extra virgin olive oil,1/4 cup sour cream,1/3 cup plain Greek yogurt,1 teaspoon grated lemon zest,1 tablespoon lemon juice,1/2 teaspoon minced garlic,2 teaspoons extra virgin olive oil,1/4 teaspoon salt,Pinch of freshly ground black pepper",Serves 4-6,5,14.0,"Turkey burger patties with grated zucchini, herbs, cumin, and cayenne, served with lemony sour cream sauce."
723,Elise Bauer,Lentil Stew with Sausage,,"['bacon', 'onion', 'carrots', 'celery', 'dry', 'lentils', 'anything', 'rock', 'example', 'chicken', 'sub', 'sausage', 'spicy', 'choice', 'links', 'links', 'cider']",10,60,"['stew', 'gluten-free', 'italian sausage', 'lentil']","1/3 pound of bacon (about 5 thick slices), cut into 1-inch by 1/4-inch strips,1 medium-large yellow or white onion, chopped (about 1 1/4 cups),2-3 large carrots, diced (2/3 cup),2-3 large ribs celery, diced (2/3 cup),1 teaspoon ground cumin,2 cloves garlic, minced (about 2 teaspoons),1 pound brown or green dry lentils, rinsed and picked over to remove anything that shouldn't be there (like a small rock for example),3 cups water,3 cups chicken stock (can sub water for a total of 6 cups of liquid),1/2 teaspoon dry thyme,1 bay leaf,1/2 pound Italian sausage (mild, sweet, or spicy, your choice) or smoked sausage, in links (about 2-3 links),1 teaspoon sherry vinegar (can sub cider vinegar),1/4 cup chopped fresh parsley, with a little extra for garnish",Serves 4-5,5,9.0,"Warm and hearty lentil stew with a bacon, onion, carrot, celery base, and Italian sausage and parsley."
724,Elise Bauer,Sole Piccata,,"['skinless', 'fillets', 'wine', 'sauvignon', 'blanc', 'pinot', 'grigio', 'juice', 'capers']",10,10,"['quick and easy', 'italian', 'low carb', 'fish and seafood']","1 pound thin, skinless fish fillets,1 teaspoon salt,1 teaspoon finely ground black pepper,1/3 cup flour for dredging,4 tablespoons extra virgin olive oil,1/2 cup dry white wine (such as Sauvignon blanc or pinot grigio),2 tablespoons lemon juice,1/4 cup small capers,1/4 cup chopped fresh parsley,2 tablespoons butter",Serves 4,5,6.0,"Petrale sole fillets, dusted in flour, sautéed in olive oil and served with a sauce of white wine, lemon juice, capers, parsley and butter."
725,Elise Bauer,Kale with Sausage and White Beans,,"['spicy', 'sausage', 'sausage', 'sausage', 'onion', 'worth', 'onions', 'kale', 'rib', 'beans', 'beans', 'splash', 'cider', 'wine', 'sherry']",10,20,"['side dish', 'low carb', 'greens', 'kale']","2 tablespoons extra virgin olive oil,1/2 pound bulk sweet or spicy Italian sausage, or other sausage (use gluten-free sausage if cooking gluten-free),1 onion, sliced thin (about 1 1/2 cup's worth of sliced onions),2 large garlic cloves, sliced thin,1 pound kale (1 large bunch), center thick rib removed, leaves roughly chopped,1/2 cup chicken or vegetable stock,1 15-ounce can of white beans, rinsed and drained, or 1 1/2 cups , white beans,Salt and pepper,Splash of vinegar (cider, red wine, or sherry vinegar)",Serves 4-6 as a side dish,5,16.0,"Kale sautéed with Italian sausage, onions, garlic and white beans. Quick and easy!"
726,Elise Bauer,Shrimp Quesadilla,,"['shrimp', 'chili', 'pepper', 'lime', 'juice', 'onion', 'tortillas', 'jack', 'avocado', 'crema', 'fresca']",15,10,"['quick and easy', 'texmex', 'quesadilla', 'shrimp']","1/4 pound of medium-small raw shrimp, peeled and deveined,1/4 teaspoon chipotle powder or chili powder,Pinch of salt,Pinch of pepper,1 Tbsp of lime or lemon juice,2 1/2 teaspoons extra virgin olive oil (divided, 2 teaspoons and 1/2 teaspoon),1 Tbsp chopped red onion,1 Tbsp chopped fresh cilantro, plus more for garnish,Salt and pepper,2 medium-sized flour tortillas,1/2 cup shredded Monterey Jack cheese,1/4 avocado, sliced,Dollop of sour cream or crema fresca",Serves one,5,6.0,"Shrimp quesadilla! Flour tortillas toasted with shredded Monterey Jack cheese and pan-seared shrimp with onions, cilantro, avocados"
727,Elise Bauer,Grilled Garlic Shrimp Skewers,,"['count', 'prawns', 'presentation', 'chives']",15,10,"['appetizer', 'gluten-free', 'low carb', 'shrimp']","1 pound 16-20 count large prawns, peeled and deveined (can still have tail on for presentation),Extra virgin olive oil,Salt,3 tablespoons butter,3 cloves garlic, minced,1/4 teaspoon kosher salt,1 teaspoon minced chives for garnish",Serves 4,5,4.0,Easy grilled shrimp basted with garlic butter. It's shrimp on a stick!
728,Elise Bauer,Turkey Stroganoff,,"['button', 'cremini', 'mushrooms', 'leftover', 'meat', 'dark', 'meat', 'chicken', 'turkey', 'omit', 'substitute', 'yogurt', 'need', 'egg', 'noodles']",10,15,"['dinner', 'quick and easy', 'mushroom', 'turkey']","1/2 pound button or cremini mushrooms, sliced,3 Tbsp butter,1/2 cup finely chopped onion,3/4 lb leftover cooked turkey meat, dark or light meat, roughly chopped into bite sized pieces,1/2 cup leftover turkey gravy (or chicken or turkey stock),1/8 teaspoon nutmeg,1 Tbsp of chopped fresh thyme or 1 teaspoon dry thyme (important, do not omit),1 cup of sour cream at room temperature (can substitute plain, full-fat yogurt),Salt to taste (you will need more salt than you expect),Black pepper to taste,1/2 lb egg noodles, cooked",Serves 4,5,9.0,"Turkey Stroganoff recipe made with turkey leftovers, mushrooms, thyme and sour cream."
729,Hank Shaw,Rabbit in Mustard Sauce,,"['rabbit', 'shallots', 'country']",30,60,"['french', 'gluten-free', 'low carb', 'rabbit']","1 rabbit, cut into serving pieces (see ,),Salt,4 tablespoons butter,2 large shallots, chopped,1/2 cup white wine,1/2 cup water,1/2 cup grainy country mustard, like Dijon,1 teaspoon dried thyme,1/2 cup heavy cream,4 tablespoons finely chopped parsley",Serves 4,5,9.0,"Classic French rabbit in Dijon mustard sauce, or Lapin à la moutarde."
730,Elise Bauer,Baked Shrimp in Tomato Feta Sauce,,"['onion', 'tomatoes', 'shrimp', 'tails', 'feta', 'cheese']",5,25,"['1-pot', 'greek', 'shrimp', 'tomato sauce']","1 tablespoon extra virgin olive oil,1 medium onion, chopped,2 cloves garlic, minced,2 14.5-ounce cans of diced tomatoes,1/4 cup minced fresh parsley,1 tablespoon minced fresh dill or 1 teaspoon dried dill,1 to 1 1/4 pounds medium sized raw shrimp, peeled and deveined (can leave tails on), thaw if frozen,Pinch of salt, more to taste,Pinch black pepper, more to taste,3 ounces feta cheese (about 2/3 cup, crumbled)",Serves 4,5,16.0,"Quick and easy, shrimp baked in a tomato sauce with onions, garlic, parsley, dill, and feta cheese."
